HPO_label,HPO_term
Abnormal renal physiology,HP:0012211
Abnormal cerebral artery morphology,HP:0009145
Abnormality of fibula morphology,HP:0002991
Emphysema,HP:0002097
Severe expressive language delay,HP:0006863
Abnormal sacroiliac joint morphology,HP:0100781
Aortopulmonary collateral arteries,HP:0031834
Long palpebral fissure,HP:0000637
Tetralogy of Fallot with pulmonary atresia and major aortopulmonary collateral arteries,HP:0011678
Hamstring contractures,HP:0003089
Supranuclear gaze palsy,HP:0000605
Gowers sign,HP:0003391
Cerebellar vermis atrophy,HP:0006855
Vertical supranuclear gaze palsy,HP:0000511
Stress urinary incontinence,HP:0010992
Abnormality of the sense of smell,HP:0004408
Abnormality of taste sensation,HP:0000223
Laryngeal stridor,HP:0006511
Bilateral vocal cord paralysis,HP:0012820
Inspiratory stridor,HP:0005348
Laryngeal dystonia,HP:0012049
Phonic tics,HP:0100035
Reduced visual acuity,HP:0007663
Orthostatic hypotension due to autonomic dysfunction,HP:0004926
Abnormal eating behavior,HP:0100738
Severe photosensitivity,HP:0007537
Agranulocytosis,HP:0012234
Ischemic stroke,HP:0002140
Abnormal corneal stroma morphology,HP:0011492
Corneal scarring,HP:0000559
Recurrent candida infections,HP:0005401
Sparse eyelashes,HP:0000653
obsolete Hypotrichosis,HP:0001006
Loss of eyelashes,HP:0011457
Long upper lip,HP:0011341
Cupped ear,HP:0000378
Low-frequency hearing loss,HP:0008542
Hyperconvex nail,HP:0001795
Abnormal echocardiogram,HP:0003116
Renal malrotation,HP:0004712
Ureter duplex,HP:0012572
Abnormal hemoglobin,HP:0011902
Gonadal hypoplasia,HP:0008639
Concave nail,HP:0001598
Cone-shaped epiphysis,HP:0010579
Hand muscle atrophy,HP:0009130
Trismus,HP:0000211
Meningocele,HP:0002435
Iris neovascularization,HP:0011497
Rubeosis iridis,HP:0025319
Corpus callosum atrophy,HP:0007371
Posterior synechiae of the anterior chamber,HP:0011484
Anterior synechiae of the anterior chamber,HP:0011483
Wrist flexion contracture,HP:0001239
Unilateral wrist flexion contracture,HP:0012454
Abnormality on pulmonary function testing,HP:0030878
obsolete Combined hyperlipidemia,HP:0008356
Hypertriglyceridemia,HP:0002155
Frontotemporal dementia,HP:0002145
Conical tooth,HP:0000698
Abnormality of dental morphology,HP:0006482
Conical incisor,HP:0011065
Unilateral external ear deformity,HP:0008605
Congenital hypoplastic anemia,HP:0004810
Elevated right atrial pressure,HP:0005168
Biventricular noncompaction cardiomyopathy,HP:0012818
Abnormal ventricular filling,HP:0006683
Abnormal coronary artery morphology,HP:0006704
Anasarca,HP:0012050
Restrictive cardiomyopathy,HP:0001723
Short upper lip,HP:0000188
Short philtrum,HP:0000322
Long nose,HP:0003189
Short hard palate,HP:0010290
Myocarditis,HP:0012819
Left atrial enlargement,HP:0031295
Abnormal earlobe morphology,HP:0000363
Facial capillary hemangioma,HP:0000996
Toe clinodactyly,HP:0001863
Shallow orbits,HP:0000586
Mandibular prognathia,HP:0000303
Macrotia,HP:0000400
Periorbital fullness,HP:0000629
White papule,HP:0031289
Purple urine,HP:0040322
Lack of insight,HP:0000757
Panhypopituitarism,HP:0000871
Increased intracranial pressure,HP:0002516
Hordeolum,HP:0010606
Hordeolum externum,HP:0010607
Antepartum hemorrhage,HP:0025328
Cyclic neutropenia,HP:0040289
Insulin resistance,HP:0000855
Abnormal endocardium morphology,HP:0004306
Endocarditis,HP:0100584
Spinal dysraphism,HP:0010301
Self-biting,HP:0012169
Steppage gait,HP:0003376
Numerous congenital melanocytic nevi,HP:0005603
3-Methylglutaconic aciduria,HP:0003535
Myofibrillar myopathy,HP:0003715
Neck flexor weakness,HP:0003722
Periodic hyperkalemic paralysis,HP:0007215
Prominent nasal tip,HP:0005274
Pulmonary artery stenosis,HP:0004415
Abnormal left ventricular outflow tract morphology,HP:0011103
Coronary artery stenosis,HP:0005145
Supravalvular aortic stenosis,HP:0004381
Butterfly vertebrae,HP:0003316
Abnormality of the ductus choledochus,HP:0100889
Cyst of the ductus choledochus,HP:0100890
Incisional hernia,HP:0004872
Hypoplastic anemia,HP:0001908
Dermal translucency,HP:0010648
Interrupted aortic arch,HP:0011611
obsolete Abnormal mitral valve morphology,HP:0031477
Interrupted aortic arch type A,HP:0011612
Generalized-onset epileptic spasm,HP:0032842
Odynophagia,HP:0032043
Amyotrophic lateral sclerosis,HP:0007354
Abnormal left ventricular function,HP:0005162
Decreased testicular size,HP:0008734
Testicular dysgenesis,HP:0008715
Left ventricular systolic dysfunction,HP:0025169
Spinal cord lesion,HP:0100561
Chalazion,HP:0010605
Annular pancreas,HP:0001734
Hashimoto thyroiditis,HP:0000872
Bilateral facial palsy,HP:0430025
Bilateral ptosis,HP:0001488
Tented upper lip vermilion,HP:0010804
Weak cry,HP:0001612
Aplasia/Hypoplasia involving the skeletal musculature,HP:0001460
Hypoplasia of the musculature,HP:0009004
Asymmetry of the mandible,HP:0009940
Fibrous dysplasia of the bones,HP:0010734
Abnormal mandibular ramus morphology,HP:3000003
Abnormal mandible condylar process morphology,HP:3000077
Neuroma,HP:0030430
Bilateral tonic-clonic seizure with generalized onset,HP:0025190
Single ventricle,HP:0001750
Congenital muscular torticollis,HP:0005988
Coronary artery aneurysm,HP:0030882
Low levels of vitamin E,HP:0100513
L-2-hydroxyglutaric aciduria,HP:0040144
Abetalipoproteinemia,HP:0008181
Decreased activity of the pyruvate dehydrogenase complex,HP:0002928
Congenital lactic acidosis,HP:0004902
Limitation of joint mobility,HP:0001376
Hypochloremia,HP:0003113
Peripheral pulmonary artery stenosis,HP:0004969
Telecanthus,HP:0000506
Pectus carinatum,HP:0000768
Superior pectus carinatum,HP:0000917
Blepharospasm,HP:0000643
Ovarian neoplasm,HP:0100615
Ovarian dermoid cyst,HP:0025274
Atrophy/Degeneration affecting the brainstem,HP:0007366
Absent external genitalia,HP:0000042
Absent penis,HP:0030261
Hypoplastic toenails,HP:0001800
Hyperconvex toenail,HP:0030055
Small nail,HP:0001792
Agenesis of permanent teeth,HP:0006349
Premature loss of teeth,HP:0006480
Aplasia/Hypoplasia of the nails,HP:0008386
Hidrotic ectodermal dysplasia,HP:0007529
Early balding,HP:0002234
Hypoplastic fifth toenail,HP:0011937
Narrow jaw,HP:0012801
Metopic synostosis,HP:0011330
Trigonocephaly,HP:0000243
Abnormal periosteum morphology,HP:0030313
Hyperpigmentation of eyelids,HP:0007406
Decreased urine output,HP:0011037
Hyperactive bowel sounds,HP:0030143
obsolete Cleft of uvula,HP:0410032
Madelung deformity,HP:0003067
Gastrointestinal inflammation,HP:0004386
Temperature instability,HP:0005968
obsolete Chronic recurrent multifocal osteomyelitis,HP:0005901
Type 1 muscle fiber predominance,HP:0003803
Normocytic anemia,HP:0001897
Reticulocytopenia,HP:0001896
Abnormal third ventricle morphology,HP:0010951
Periapical bone loss,HP:0000700
Dilated third ventricle,HP:0007082
Posterior fossa cyst at the fourth ventricle,HP:0000933
Posterior fossa cyst,HP:0007291
Epidural hemorrhage,HP:0100310
Generalized-onset motor seizure,HP:0032677
Bone cyst,HP:0012062
Multiple bony cystic lesions,HP:0012065
Unicameral bone cyst,HP:0012064
Hyperphosphatemia,HP:0002905
Plexiform neurofibroma,HP:0009732
Facial neoplasm,HP:0012289
Respiratory acidosis,HP:0005972
Chronic metabolic acidosis,HP:0001996
Cheyne-Stokes respiration,HP:0012196
Chronic respiratory acidosis,HP:0012466
Chronic acidosis,HP:0012468
Cerebral arteriovenous malformation,HP:0002408
Arteriovenous malformation,HP:0100026
Keratoconjunctivitis,HP:0001096
Spinal arteriovenous malformation,HP:0002390
Subarachnoid hemorrhage,HP:0002138
Abnormal subarachnoid space morphology,HP:0012703
Pineal cyst,HP:0012683
Abnormality of the extraocular muscles,HP:0008049
Anotia,HP:0009892
Abnormality of inferior oblique extraocular muscle,HP:3000057
Abnormality of inferior rectus extraocular muscle,HP:3000058
Epididymal cyst,HP:0030424
Low femoral bone density,HP:0031163
Infertility,HP:0000789
Abnormal helix morphology,HP:0011039
Branchial fistula,HP:0009795
Abnormality of the incus,HP:0011453
High hypermetropia,HP:0008499
Polyotia,HP:0100687
Anterior pituitary hypoplasia,HP:0010627
"Nasal, dysarthic speech",HP:0008376
Fair hair,HP:0002286
Abnormal foveal morphology,HP:0000493
Hypoplasia of the fovea,HP:0007750
Hypoplasia of the retina,HP:0007770
Aplasia/Hypoplasia of the macula,HP:0008059
Aplasia/Hypoplasia of the fovea,HP:0008060
Aplasia/Hypoplasia of the retina,HP:0008061
Iris transillumination defect,HP:0012805
Giant conjunctival papillae,HP:0025350
Neonatal cholestatic liver disease,HP:0006566
Supernumerary tooth,HP:0011069
CSF pleocytosis,HP:0012229
Peripheral visual field loss,HP:0007994
Difficulty climbing stairs,HP:0003551
Mild conductive hearing impairment,HP:0008598
Generalized neonatal hypotonia,HP:0008935
Lower limb amyotrophy,HP:0007210
Restrictive ventricular septal defect,HP:0011683
Tetralogy of Fallot with atrioventricular canal defect,HP:0011677
Ectopic pregnancy,HP:0031456
Fibrocystic lung disease,HP:0006552
Reduced quantity of Von Willebrand factor,HP:0012147
Enlarged mesenteric lymph node,HP:0025043
Suicidal ideation,HP:0031589
Choroid plexus cyst,HP:0002190
Large for gestational age,HP:0001520
Skull asymmetry,HP:0002678
Curly hair,HP:0002212
Preauricular cyst,HP:0040297
Dural ectasia,HP:0100775
Telangiectasia,HP:0001009
Fibroma,HP:0010614
Bursitis,HP:0025232
Pursed lips,HP:0000205
Chorioretinal scar,HP:0007777
Cervical spinal canal stenosis,HP:0008445
Cervical spinal cord atrophy,HP:0010873
Giant platelets,HP:0001902
Neutropenia in presence of anti-neutropil antibodies,HP:0001904
Hyperemesis gravidarum,HP:0012188
Osteoporosis of vertebrae,HP:0005625
Acute leukemia,HP:0002488
Lymphoid leukemia,HP:0005526
Acute lymphoblastic leukemia,HP:0006721
T-cell acute lymphoblastic leukemias,HP:0006727
Subcapsular cataract,HP:0000523
Posterior subcapsular cataract,HP:0007787
Facial papilloma,HP:0040167
Verruca plana,HP:0550004
Benign gastrointestinal tract tumors,HP:0006719
Neoplasm of the small intestine,HP:0100833
Descemet Membrane Folds,HP:0012039
Small flat posterior fossa,HP:0005759
Aplasia/Hypoplasia of the middle ear,HP:0008773
Small posterior fossa,HP:0040010
Lichenification,HP:0100725
Large face,HP:0100729
Schizencephaly,HP:0010636
Small cervical vertebral bodies,HP:0004629
Hypoplastic vertebral bodies,HP:0008479
Vertebral artery hypoplasia,HP:0030322
Unilateral vertebral artery hypoplasia,HP:0030323
Hepatic hemangioma,HP:0031207
Bipartite patella,HP:0010498
Diabetic ketoacidosis,HP:0001953
Increased total bilirubin,HP:0003573
Hepatocellular carcinoma,HP:0001402
Neoplasm of the liver,HP:0002896
T-cell lymphoma,HP:0012190
Akinesia,HP:0002304
Maculopapular exanthema,HP:0040186
Microangiopathic hemolytic anemia,HP:0001937
Hemolytic-uremic syndrome,HP:0005575
Anuria,HP:0100519
Sudden episodic apnea,HP:0002882
Increased circulating IgG level,HP:0003237
Decreased erythrocyte sedimentation rate,HP:0025022
Sarcoma,HP:0100242
Natal tooth,HP:0000695
Wide anterior fontanel,HP:0000260
Chondroitin sulfate excretion in urine,HP:0012070
Dysostosis multiplex,HP:0000943
Persistent CMV viremia,HP:0032247
Femur fracture,HP:0031846
Hyperostosis cranialis interna,HP:0005890
Hypertensive crisis,HP:0100735
Early onset absence seizures,HP:0011152
Neoplasm of the skeletal system,HP:0010622
Achalasia,HP:0002571
Global systolic dysfunction,HP:0005185
Ventricular escape rhythm,HP:0005155
Neoplasm of the heart,HP:0100544
Intrinsic hand muscle atrophy,HP:0008954
Impaired vibratory sensation,HP:0002495
Sensory ataxic neuropathy,HP:0003434
Maternal fever in pregnancy,HP:0030244
Moderately short stature,HP:0008848
Nail-biting,HP:0012170
Osteoporotic forearm bones,HP:0003964
Osteosclerosis of the ulna,HP:0003991
Hostility,HP:0031473
Genu varum,HP:0002970
Abnormality of dental color,HP:0011073
Femoral bowing,HP:0002980
Triangular face,HP:0000325
Bowing of the long bones,HP:0006487
Dentinogenesis imperfecta,HP:0000703
Barrel-shaped chest,HP:0001552
Microblepharia,HP:0430010
Facial telangiectasia,HP:0007380
Telangiectases of the cheeks,HP:0007421
Morphological abnormality of the pyramidal tract,HP:0002062
Morphological abnormality of the corticospinal tract,HP:0002492
Tubulointerstitial fibrosis,HP:0005576
Scimitar anomaly,HP:0011626
Partial anomalous pulmonary venous return,HP:0010773
Pulmonary sequestration,HP:0100632
Hypoplastic scapulae,HP:0000882
Strawberry tongue,HP:0031042
Achromatopsia,HP:0011516
Blue cone monochromacy,HP:0007939
Multiple joint dislocation,HP:0012095
Deviation of the thumb,HP:0009603
Poor motor coordination,HP:0002275
Dextrotransposition of the great arteries,HP:0031348
Prominent supraorbital ridges,HP:0000336
Cleft anterior mitral valve leaflet,HP:0011569
Broad uvula,HP:0010809
obsolete Congenital exotropia,HP:0008033
Chronic tubulointerstitial nephritis,HP:0004743
Hyperechogenic kidneys,HP:0004719
Thin glomerular basement membrane,HP:0012577
Albuminuria,HP:0012592
Nephrotic range proteinuria,HP:0012593
Fusion of the left and right thalami,HP:0010664
Subcortical band heterotopia,HP:0032409
Small pituitary gland,HP:0012506
Increased nuchal translucency,HP:0010880
Keratosis pilaris,HP:0032152
Small toe,HP:0030031
Food allergy,HP:0500093
Hand clenching,HP:0001188
Aceruloplasminemia,HP:0025498
Nonketotic hyperglycinemia,HP:0008288
Abnormal vitreous humor morphology,HP:0004327
Xanthomatosis,HP:0000991
Xanthelasma,HP:0001114
Sandal gap,HP:0001852
Hypopigmentation of hair,HP:0005599
Hallux varus,HP:0008080
Stiff hip,HP:0025262
Hypergalactosemia,HP:0012024
Fatal liver failure in infancy,HP:0006583
Hypertyrosinemia,HP:0003231
Intrahepatic cholestasis,HP:0001406
Prominent umbilicus,HP:0001544
Hypoactive bowel sounds,HP:0030144
Large intestinal polyposis,HP:0030255
Secondary growth hormone deficiency,HP:0008240
Megalocornea,HP:0000485
Muscle hemorrhage,HP:0040242
obsolete Pigmentary retinal degeneration,HP:0001146
Retinal exudate,HP:0001147
Intraretinal exudate,HP:0007989
Paralytic lagophthalmos,HP:0030003
Joint contracture of the hand,HP:0009473
Abnormality of the musculature of the hand,HP:0001421
Abnormality of facial musculature,HP:0000301
Elbow flexion contracture,HP:0002987
Exercise-induced myalgia,HP:0003738
Sensory neuropathy,HP:0000763
Abnormal humeral head morphology,HP:0003887
Helicobacter pylori infection,HP:0005202
Multiple rib fractures,HP:0006640
Abnormal T-wave,HP:0005135
Subconjunctival hemorrhage,HP:0011896
Chemosis,HP:0012375
Neuroblastoma,HP:0003006
Malrotation of small bowel,HP:0004794
Testicular atrophy,HP:0000029
Abnormality of galactoside metabolism,HP:0004342
Hand pain,HP:0046505
Angiokeratoma,HP:0001014
Angiokeratoma corporis diffusum,HP:0001071
Orthostatic syncope,HP:0012670
Recurrent infections in infancy and early childhood,HP:0005437
Erythromelalgia,HP:0032147
Abnormality of temperature regulation,HP:0004370
Pruritus on foot,HP:0030900
Lacrimal duct stenosis,HP:0007678
Breast carcinoma,HP:0003002
Neoplasm of the breast,HP:0100013
Bladder fistula,HP:0004321
Excessive daytime somnolence,HP:0001262
First degree atrioventricular block,HP:0011705
Elevated systolic blood pressure,HP:0004421
Decreased circulating ferritin concentration,HP:0012343
Abnormal prolactin level,HP:0040086
Clonic seizure,HP:0020221
Mask-like facies,HP:0000298
Severe temper tantrums,HP:0025162
Increased femoral anteversion,HP:0012427
Facial hypotonia,HP:0000297
Recurrent bronchiolitis,HP:0100501
Anteriorly placed anus,HP:0001545
Unilateral renal hypoplasia,HP:0012583
Pyriform aperture stenosis,HP:0025011
Choanal atresia,HP:0000453
Short lingual frenulum,HP:0000200
Redundant neck skin,HP:0005989
Abnormality of the choanae,HP:0000415
Multinodular goiter,HP:0005987
Optic neuritis,HP:0100653
Blind-spot enlargment,HP:0030644
Nail pits,HP:0001803
Smooth muscle antibody positivity,HP:0003262
Oral cavity bleeding,HP:0030140
Oral bleeding,HP:0040184
Broad forearm bones,HP:0003971
Broad radius,HP:0003981
Amelogenesis imperfecta,HP:0000705
Yellow-brown discoloration of the teeth,HP:0006286
Cutaneous amyloidosis,HP:0012309
Abnormal dentin morphology,HP:0010299
Migrating focal seizure,HP:0032786
Nocturia,HP:0000017
Abnormal fifth cranial nerve morphology,HP:0010824
Marcus Gunn jaw winking synkinesis,HP:0025186
Abnormality of masticatory muscle,HP:0410011
Abnormal levator palpebrae superioris morphology,HP:3000072
Hypomagnesemia,HP:0002917
Venous malformation of the lip,HP:0031489
Mild myopia,HP:0025573
Allodynia,HP:0012533
Abnormality of thumb phalanx,HP:0009602
Erythroderma,HP:0001019
Combined hamartoma of the retinal pigment epithelium and retina,HP:0030510
Graves disease,HP:0100647
Abnormality of bone marrow cell morphology,HP:0005561
Neoplasm of the peripheral nervous system,HP:0100007
Trigeminal neuralgia,HP:0100661
Increased laxity of ankles,HP:0006460
EEG with generalized epileptiform discharges,HP:0011198
Wrist swelling,HP:0001225
Abnormal femoral neck morphology,HP:0003367
Premature atrial contractions,HP:0006699
Acute encephalopathy,HP:0006846
Delirium,HP:0031258
"Spontaneous, recurrent epistaxis",HP:0004406
Premature pubarche,HP:0012411
Aplasia of the tarsal bones,HP:0010509
Persistent pupillary membrane,HP:0009917
Chronic lymphatic leukemia,HP:0005550
Chronic leukemia,HP:0005558
Pilonidal abscess,HP:0010771
Leber optic atrophy,HP:0001112
Absent hand,HP:0004050
Osteopetrosis,HP:0011002
Pyropoikilocytosis,HP:0004839
Increased bone mineral density,HP:0011001
Hand muscle weakness,HP:0030237
Entrapment neuropathy,HP:0012181
Constrictive median neuropathy,HP:0012185
Extramedullary hematopoiesis,HP:0001978
Primum atrial septal defect,HP:0010445
History of congenital CMV infection,HP:0033624
Lymph node hypoplasia,HP:0002732
Vaginal atresia,HP:0000148
Aplasia of the vagina,HP:0003250
Aplasia/Hypoplasia of the vagina,HP:0011026
Persistent patent ductus venosus,HP:0012021
Retinopathy of prematurity stage 5,HP:0500056
Retinopathy of prematurity stage 4,HP:0500053
Necrotizing enterocolitis,HP:0033165
Retinal fold,HP:0008052
Glycosuria,HP:0003076
Recurrent Staphylococcus aureus infections,HP:0002726
Hyperglycinemia,HP:0002154
Abnormal circulating glycine concentration,HP:0010895
Abnormal immunoglobulin level,HP:0010701
Expressive aphasia,HP:0002427
Steatorrhea,HP:0002570
Fat malabsorption,HP:0002630
Macular degeneration,HP:0000608
